"","strata","time","n.risk","n.event","surv","std.err","lower","upper"
"50","Trt=TPHCont",86.3833333333333,7,1,0.107142857142857,0.0413312544541318,0.050304298762347,0.228202998931916
"51","Trt=TPHCont",91.3333333333333,6,1,0.0892857142857143,0.0381055337915552,0.0386816061450368,0.20609120380419
"52","Trt=TPHCont",95.2333333333333,5,1,0.0714285714285714,0.0344151468449797,0.0277813150056801,0.183650083348588
"53","Trt=TPHCont",96.0666666666667,4,1,0.0535714285714286,0.0300896074287894,0.0178170821541076,0.161075642709659
"54","Trt=TPHCont",99.9666666666667,3,1,0.0357142857142857,0.024798752672479,0.00915793054401252,0.139279305291911
"55","Trt=TPHCont",112.35,2,1,0.0178571428571429,0.017696985874377,0.00256002778288024,0.124560191554501
"56","Trt=TPHYeast",19.1666666666667,63,1,0.984126984126984,0.0157465356432348,0.953743254850781,1
"57","Trt=TPHYeast",24.3666666666667,62,1,0.968253968253968,0.0220886457992479,0.925914618303164,1
"58","Trt=TPHYeast",26.1,61,1,0.952380952380952,0.0268302938009053,0.901219985442773,1
"59","Trt=TPHYeast",27.1833333333333,60,1,0.936507936507936,0.0307216952878331,0.878189423504249,0.998699246049516
"60","Trt=TPHYeast",36.5333333333333,59,1,0.920634920634921,0.0340555716585603,0.856249458928724,0.989861830865133
"61","Trt=TPHYeast",36.6833333333333,58,1,0.904761904761905,0.0369830077784582,0.835104126021852,0.980229984263028
"62","Trt=TPHYeast",40.1666666666667,57,1,0.888888888888889,0.0395942580610999,0.814576632184225,0.969980509594864
"63","Trt=TPHYeast",45.3333333333333,56,1,0.873015873015873,0.0419484109614863,0.794551236008317,0.959229159804225
"64","Trt=TPHYeast",46.2166666666667,55,1,0.857142857142857,0.0440866714177405,0.774947224499815,0.948056660278026
"65","Trt=TPHYeast",47.0666666666667,54,1,0.841269841269841,0.0460391302580229,0.755705651309398,0.936521970695739
"66","Trt=TPHYeast",47.4166666666667,53,2,0.809523809523809,0.0494726172999352,0.718141374002617,0.91253452580432
"67","Trt=TPHYeast",47.5,51,1,0.793650793650793,0.0509854027333032,0.699756432638229,0.900144039959374
"68","Trt=TPHYeast",48.3,50,1,0.777777777777778,0.0523782800878924,0.681604794917372,0.887520563405473
"69","Trt=TPHYeast",49.5,49,1,0.761904761904762,0.0536605876018106,0.663668142031396,0.874682434561836
"70","Trt=TPHYeast",52.4333333333333,48,1,0.746031746031746,0.0548400820777537,0.645931248230886,0.861644900461966
"71","Trt=TPHYeast",57.1666666666667,47,1,0.73015873015873,0.055923269276172,0.628381333550599,0.848420764211131
"72","Trt=TPHYeast",61.0333333333333,46,1,0.714285714285714,0.0569156480635425,0.611007585418709,0.835020863583915
"73","Trt=TPHYeast",65.1333333333333,45,1,0.698412698412698,0.0578218941765843,0.593800798490598,0.821454431425508
"74","Trt=TPHYeast",65.2333333333333,44,1,0.682539682539682,0.0586460007294658,0.57675309915538,0.807729371413166
"75","Trt=TPHYeast",65.7833333333333,43,1,0.666666666666666,0.0593913870916498,0.559857731934877,0.793852471963614
"76","Trt=TPHYeast",65.9166666666667,42,1,0.650793650793651,0.0600609842035342,0.543108891967956,0.779829574100062
"77","Trt=TPHYeast",67.2166666666667,41,1,0.634920634920635,0.06065730203398,0.526501592400399,0.765665704466569
"78","Trt=TPHYeast",68.0833333333333,40,1,0.619047619047619,0.0611824832799639,0.510031558640331,0.751365181539224
"79","Trt=TPHYeast",68.15,39,1,0.603174603174603,0.0616383462974304,0.493695143613649,0.736931700911269
"80","Trt=TPHYeast",68.7,38,1,0.587301587301587,0.0620264194676603,0.477489259688572,0.722368403997044
"81","Trt=TPHYeast",70.45,37,1,0.571428571428571,0.0623479686388549,0.461411324041368,0.70767793339988
"82","Trt=TPHYeast",70.65,36,1,0.555555555555555,0.062604018868779,0.445459215042346,0.692862477385953
"83","Trt=TPHYeast",72.55,35,1,0.539682539682539,0.062795371384924,0.429631237842725,0.677923805309558
"84","Trt=TPHYeast",73.7833333333333,34,1,0.523809523809524,0.0629226164422295,0.413926097800613,0.662863295384014
"85","Trt=TPHYeast",76.05,33,1,0.507936507936508,0.0629861425729392,0.398342880740697,0.647681955844166
"86","Trt=TPHYeast",77.8166666666667,32,1,0.492063492063492,0.0629861425729392,0.382881039327913,0.632380440271299
"87","Trt=TPHYeast",78.4833333333333,31,1,0.476190476190476,0.0629226164422295,0.36754038507256,0.616959057627764
"88","Trt=TPHYeast",78.7666666666667,30,1,0.46031746031746,0.062795371384924,0.352321085690249,0.601417777360638
"89","Trt=TPHYeast",79.2166666666667,29,1,0.444444444444444,0.062604018868779,0.337223667728482,0.585756229769062
"90","Trt=TPHYeast",79.4,28,1,0.428571428571428,0.0623479686388549,0.322249024554721,0.569973701678546
"91","Trt=TPHYeast",80.4666666666667,27,1,0.412698412698413,0.0620264194676603,0.307398429989986,0.554069127319023
"92","Trt=TPHYeast",83.3166666666667,26,1,0.396825396825397,0.0616383462974304,0.292673558079566,0.538041074154106
"93","Trt=TPHYeast",83.75,25,1,0.380952380952381,0.0611824832799639,0.278076509732404,0.521887723249055
"94","Trt=TPHYeast",85.6833333333333,24,1,0.365079365079365,0.06065730203398,0.263609847250582,0.505606843586751
"95","Trt=TPHYeast",86.7833333333333,23,1,0.349206349206349,0.0600609842035342,0.249276638133122,0.489195759535652
"96","Trt=TPHYeast",86.9166666666667,22,1,0.333333333333333,0.0593913870916499,0.235080510005448,0.472651310432055
"97","Trt=TPHYeast",87.7,21,1,0.317460317460317,0.0586460007294658,0.221025719141698,0.455969800950609
"98","Trt=TPHYeast",88.9833333333333,20,1,0.301587301587301,0.0578218941765843,0.207117235875701,0.439146940592116
"99","Trt=TPHYeast",90.2,19,1,0.285714285714286,0.0569156480635425,0.193360851332501,0.422177770208768
"100","Trt=TPHYeast",91.7,18,1,0.26984126984127,0.055923269276172,0.179763311498445,0.405056573015895
"101","Trt=TPHYeast",92.6166666666667,17,1,0.253968253968254,0.0548400820777537,0.166332486903719,0.387776767030598
"102","Trt=TPHYeast",92.7333333333333,16,1,0.238095238095238,0.0536605876018106,0.153077589462453,0.370330775410681
"103","Trt=TPHYeast",94.05,15,1,0.222222222222222,0.0523782800878924,0.140009452859649,0.352709870946255
"104","Trt=TPHYeast",94.1333333333333,14,1,0.206349206349206,0.0509854027333032,0.127140900214183,0.33490399147101
"105","Trt=TPHYeast",94.5333333333333,13,1,0.19047619047619,0.0494726172999352,0.114487234157273,0.316901525356809
"106","Trt=TPHYeast",94.6666666666667,12,1,0.174603174603175,0.047828547300246,0.102066902721746,0.298689073230898
"107","Trt=TPHYeast",94.8166666666667,11,1,0.158730158730159,0.0460391302580228,0.0899024246212986,0.280251210093976
"108","Trt=TPHYeast",99.2833333333333,10,1,0.142857142857143,0.0440866714177405,0.0780217093284105,0.261570317299813
"109","Trt=TPHYeast",99.4833333333333,9,1,0.126984126984127,0.0419484109614863,0.0664600003745057,0.242626668899425
"110","Trt=TPHYeast",101.833333333333,8,1,0.111111111111111,0.0395942580610999,0.0552628461844217,0.223399261253139
"111","Trt=TPHYeast",101.866666666667,7,1,0.0952380952380952,0.0369830077784582,0.0444908569968971,0.203868736113873
"112","Trt=TPHYeast",102.2,6,1,0.0793650793650793,0.0340555716585603,0.0342277774855311,0.184026433655764
"113","Trt=TPHYeast",103.65,5,1,0.0634920634920635,0.0307216952878331,0.0245952566897518,0.163903234567986
"114","Trt=TPHYeast",103.666666666667,4,1,0.0476190476190476,0.0268302938009053,0.015782760564386,0.143674085841607
"115","Trt=TPHYeast",113.733333333333,3,1,0.0317460317460317,0.0220886457992478,0.00811764267274024,0.124150639816208
"116","Trt=TPHYeast",115.2,2,1,0.0158730158730159,0.0157465356432348,0.00227112217563774,0.110937507285034
