"strata","time","n.risk","n.event","surv","std.err","lower","upper"
"Trt=Gr63aMinus",66.0166666666667,22,1,0.525,0.0789580584867688,0.390968473969123,0.704980115664692
"Trt=Gr63aMinus",66.8833333333333,21,1,0.5,0.0790569415042095,0.366761063271134,0.681642696120073
"Trt=Gr63aMinus",67.8333333333333,20,1,0.475,0.0789580584867688,0.3429260778114,0.657940630937048
"Trt=Gr63aMinus",69.9666666666667,19,1,0.45,0.0786606636127614,0.31946348774142,0.633875255766029
"Trt=Gr63aMinus",70.0166666666667,18,1,0.425,0.0781624910043174,0.29637595754985,0.609445521469532
"Trt=Gr63aMinus",70.3166666666667,17,1,0.4,0.0774596669241483,0.273668947074593,0.584647990611772
"Trt=Gr63aMinus",73.9666666666667,16,1,0.375,0.0765465544619743,0.251350920647023,0.559476765145739
"Trt=Gr63aMinus",74.8,15,1,0.35,0.0754155156449918,0.22943368356151,0.533923345946534
"Trt=Gr63aMinus",74.8333333333333,14,1,0.325,0.0740565662179931,0.207932878511254,0.507976423720231
"Trt=Gr63aMinus",77.3,13,1,0.3,0.0724568837309472,0.18686869407724,0.481621603042827
"Trt=Gr63aMinus",77.3833333333333,12,1,0.275,0.0706001062322147,0.166266867351004,0.454841070893272
"Trt=Gr63aMinus",80.0166666666667,11,1,0.25,0.0684653196881458,0.146160111472964,0.427613248034236
"Trt=Gr63aMinus",82.5666666666667,10,1,0.225,0.0660255632312213,0.126590181745598,0.399912531145098
"Trt=Gr63aMinus",83.3833333333333,9,1,0.2,0.0632455532033676,0.107610942025418,0.371709412139073
"Trt=Gr63aMinus",83.4,8,1,0.175,0.0600780742034896,0.0892930723021799,0.342971735773195
"Trt=Gr63aMinus",84.9,7,1,0.15,0.0564579489531811,0.0717316196838148,0.31366920333289
"Trt=Gr63aMinus",85.9,6,1,0.125,0.0522912516583797,0.0550588150077033,0.283787437085486
"Trt=Gr63aMinus",87.7833333333333,5,1,0.1,0.0474341649025257,0.0394675035168506,0.253373005863685
"Trt=Gr63aMinus",88.55,4,1,0.075,0.0416458281223942,0.0252585270548182,0.222697071281795
"Trt=Gr63aMinus",91.3333333333333,3,1,0.05,0.0344601218802255,0.0129514927227161,0.193027943073708
"Trt=Gr63aMinus",92.0166666666667,2,1,0.025,0.0246855220726644,0.00360948988688636,0.173154661624261
"Trt=Gr63aMinus",92.0333333333333,1,1,0,NA,NA,NA
"Trt=Gr63aPlus",56.5,39,1,0.974358974358974,0.0253101598355295,0.925993618769312,1
"Trt=Gr63aPlus",87.6666666666667,38,1,0.948717948717949,0.0353198580369843,0.88195758809877,1
"Trt=Gr63aPlus",89.9833333333333,37,1,0.923076923076923,0.0426692458634792,0.843123294454014,1
"Trt=Gr63aPlus",94.7833333333333,36,1,0.897435897435897,0.0485810735092996,0.807095967011462,0.99788776418844
"Trt=Gr63aPlus",102.283333333333,35,1,0.871794871794872,0.053533735662912,0.772938847695595,0.983294216293753
"Trt=Gr63aPlus",136.1,34,1,0.846153846153846,0.0577744320152931,0.740167905646154,0.967316099359795
"Trt=Gr63aPlus",142.05,33,1,0.820512820512821,0.0614507373861824,0.70849413711533,0.950242568508809
"Trt=Gr63aPlus",145.983333333333,32,1,0.794871794871795,0.064658991995499,0.677728799651302,0.93226253717975
"Trt=Gr63aPlus",149.783333333333,31,1,0.769230769230769,0.0674660014851561,0.647740919938502,0.913507172570693
"Trt=Gr63aPlus",151.316666666667,30,1,0.743589743589744,0.0699201076720338,0.618435616194448,0.894071577206851
"Trt=Gr63aPlus",161.95,29,1,0.717948717948718,0.0720573767722302,0.589741979965327,0.874026911963285
"Trt=Gr63aPlus",166.566666666667,28,1,0.692307692307692,0.0739053017561941,0.561605823765649,0.853427654319347
"Trt=Gr63aPlus",169,27,1,0.666666666666667,0.0754851356096397,0.533985107572049,0.832316179125795
"Trt=Gr63aPlus",171.4,26,1,0.641025641025641,0.076813421732728,0.506846935237651,0.810725771202827
"Trt=Gr63aPlus",171.716666666667,25,1,0.615384615384615,0.0779030282372051,0.480165519882495,0.788682671227092
"Trt=Gr63aPlus",178.666666666667,24,1,0.58974358974359,0.078763861311621,0.453920774839654,0.766207499021199
"Trt=Gr63aPlus",181.85,23,1,0.564102564102564,0.0794033618863734,0.428097325452027,0.743316259897415
"Trt=Gr63aPlus",182.233333333333,22,1,0.538461538461539,0.0798268494865801,0.402683815761634,0.720021061323199
"Trt=Gr63aPlus",185.033333333333,21,1,0.512820512820513,0.0800377530231858,0.377672431057808,0.696330620778725
"Trt=Gr63aPlus",185.15,20,1,0.487179487179487,0.0800377530231858,0.353058586638032,0.672250617067703
"Trt=Gr63aPlus",185.8,19,1,0.461538461538462,0.0798268494865801,0.328840752654204,0.64778391899404
"Trt=Gr63aPlus",186.533333333333,18,1,0.435897435897436,0.0794033618863734,0.305020398951571,0.622930713077085
"Trt=Gr63aPlus",187.683333333333,17,1,0.41025641025641,0.078763861311621,0.281602055093056,0.597688543504618
"Trt=Gr63aPlus",209.366666666667,16,1,0.384615384615385,0.0779030282372051,0.258593491268598,0.572052271529094
